,Id,MSSubClass,LotFrontage,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,TotalBsmtSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageArea
595,2056,20.0,80,9600,4,12,0,2,5,8,1950,1,572.0,1337,3,7,264.0
596,2057,20.0,63,7584,4,12,0,2,5,5,1953,3,1036.0,1036,3,5,312.0
597,2058,60.0,90,14670,4,12,0,4,6,7,1966,1,1104.0,1988,4,9,480.0
598,2059,20.0,74,8856,4,12,0,2,5,4,1957,1,1176.0,1176,3,6,292.0
599,2060,20.0,82,9840,4,12,0,2,5,7,1959,1,1248.0,1440,2,7,480.0
600,2061,20.0,90,13200,4,12,0,2,6,6,1958,1,1395.0,1570,3,5,441.0
601,2062,20.0,75,10425,4,12,0,2,5,5,1956,1,1104.0,1104,3,5,384.0
602,2063,20.0,60,11556,4,12,0,2,5,6,1952,1,720.0,882,2,4,240.0
603,2064,20.0,102,9373,0,12,0,2,5,6,1953,1,1152.0,1152,3,6,636.0
604,2065,20.0,60,12774,4,12,0,2,5,5,1953,3,984.0,950,2,5,400.0
605,2066,20.0,95,14250,4,12,0,2,6,5,1957,1,998.0,1790,3,6,540.0
606,2067,20.0,71,8838,4,12,0,2,5,3,1957,1,0.0,1764,4,7,301.0
607,2068,90.0,76,12436,4,12,2,2,5,5,1957,1,1824.0,1824,5,9,484.0
608,2069,20.0,60,10122,4,17,0,2,4,6,1948,1,0.0,869,1,3,390.0
609,2070,50.0,45,7506,0,17,0,0,5,8,1925,1,747.0,1159,3,5,288.0
610,2071,30.0,60,5400,0,17,0,2,4,7,1940,2,672.0,672,2,4,308.0
611,2072,50.0,60,10836,4,17,0,0,5,5,1922,1,892.0,1436,3,7,1488.0
612,2073,20.0,78,10180,0,12,0,2,5,6,1968,1,912.0,1044,3,5,372.0
613,2074,20.0,76,11355,0,12,0,2,7,7,1958,1,1312.0,1312,3,6,495.0
614,2075,20.0,60,12929,4,12,0,2,6,6,1960,1,1081.0,1081,3,5,401.0
615,2076,20.0,60,7200,4,12,0,2,5,7,1951,1,876.0,876,2,5,576.0
616,2077,20.0,80,8000,4,12,0,2,5,6,1959,1,1256.0,1256,3,6,311.0
617,2078,20.0,80,8000,4,12,0,2,5,5,1962,1,1027.0,1027,3,6,299.0
618,2079,50.0,60,8064,4,12,0,0,6,6,1948,1,768.0,1320,3,5,576.0
619,2080,45.0,64,6390,0,12,0,1,6,7,1954,1,936.0,984,2,4,280.0
620,2081,50.0,60,7200,4,12,0,0,6,5,1954,1,854.0,1278,4,6,240.0
621,2082,90.0,113,8513,0,12,2,2,5,5,1961,1,1800.0,1800,6,10,0.0
622,2083,50.0,60,7200,4,12,0,0,5,6,1955,1,768.0,1588,3,6,480.0
623,2084,20.0,60,7200,4,12,0,2,5,7,1954,1,825.0,825,2,4,350.0
624,2085,20.0,69,7590,4,12,0,2,5,5,1963,1,1117.0,1117,3,6,264.0
625,2086,20.0,56,9836,4,17,0,2,6,5,2008,1,192.0,1133,3,7,308.0
626,2087,50.0,57,9184,4,17,0,0,5,7,1948,1,780.0,1323,3,6,400.0
627,2088,70.0,80,4800,4,17,0,4,5,5,1910,1,680.0,1360,2,6,330.0
628,2089,30.0,60,4800,0,17,0,2,5,4,1940,1,672.0,672,2,4,256.0
629,2090,75.0,60,6000,4,17,0,3,6,7,1915,1,728.0,1456,4,7,308.0
630,2091,190.0,63,11426,4,17,1,0,4,6,1910,1,828.0,1594,3,9,0.0
631,2092,50.0,63,7628,4,17,0,0,4,6,1940,1,801.0,1656,2,8,440.0
632,2093,50.0,81,7308,0,17,0,0,5,5,1920,1,936.0,1740,2,6,225.0
633,2094,30.0,60,5400,4,17,0,2,7,6,1920,1,931.0,1027,2,5,0.0
634,2095,190.0,60,10800,4,17,1,0,6,6,1940,1,884.0,1436,3,8,828.0
635,2096,30.0,60,6756,4,17,0,2,5,6,1910,4,481.0,899,2,5,200.0
636,2097,50.0,44,5914,4,17,0,0,5,9,1890,1,684.0,1080,3,5,0.0
637,2098,50.0,75,9000,0,17,0,0,5,6,1946,1,904.0,1499,3,5,869.0
638,2099,20.0,62,7311,0,17,0,2,2,5,1946,1,407.0,407,1,3,297.0
639,2100,20.0,103,12205,4,17,0,2,3,1,1949,1,448.0,1588,5,6,0.0
640,2101,190.0,69,9142,4,17,1,4,5,5,1900,1,797.0,1627,4,10,420.0
641,2102,75.0,53,5350,0,17,0,4,7,8,1920,1,624.0,1450,3,7,288.0
642,2103,50.0,69,9143,0,17,0,0,5,7,1900,1,346.0,1017,2,5,308.0
643,2104,190.0,60,9600,4,17,1,4,5,5,1920,1,973.0,2350,4,10,393.0
644,2105,70.0,60,6000,0,17,0,4,5,9,1905,1,572.0,1540,3,7,0.0
645,2106,70.0,60,11340,4,17,0,4,2,1,1920,1,723.0,1086,2,5,400.0
646,2107,70.0,60,10800,4,17,0,4,7,7,1890,1,1313.0,2495,5,10,342.0
647,2108,20.0,65,9750,4,17,0,2,5,6,1959,1,984.0,984,2,5,308.0
648,2109,20.0,52,8516,4,17,0,2,4,6,1958,1,869.0,1093,2,5,308.0
649,2110,30.0,55,7111,4,3,0,2,5,7,1928,1,1008.0,1143,2,5,288.0
650,2111,50.0,60,7425,0,3,0,0,7,7,1945,1,672.0,1668,3,8,252.0
651,2112,50.0,60,7010,4,3,0,0,5,5,1935,1,1024.0,1738,3,6,240.0
652,2113,50.0,50,5000,4,3,0,0,5,7,1941,1,672.0,1210,3,6,240.0
653,2114,70.0,59,5870,0,3,0,4,6,9,1900,1,554.0,1290,3,6,200.0
654,2115,50.0,50,6000,4,3,0,0,6,7,1940,1,981.0,1672,3,6,240.0
655,2116,30.0,50,6000,4,3,0,2,5,7,1924,1,949.0,949,2,5,370.0
656,2117,50.0,50,6000,4,3,0,0,6,7,1937,1,825.0,1497,3,5,672.0
657,2118,50.0,50,6000,4,3,0,0,6,5,1939,1,739.0,1342,2,7,240.0
658,2119,45.0,50,5000,4,3,0,1,6,7,1926,1,992.0,1013,3,6,160.0
659,2120,50.0,60,5520,2,3,0,0,5,7,1920,1,565.0,1216,3,6,355.0
660,2121,20.0,99,5940,3,3,0,2,4,7,1946,1,1046.1179698216736,896,2,4,280.0
661,2122,50.0,52,6240,4,3,0,0,4,7,1929,1,704.0,1136,2,6,336.0
662,2123,30.0,60,6120,4,3,0,2,5,6,1945,1,0.0,808,1,6,164.0
663,2124,50.0,52,6240,4,3,0,0,7,5,1939,1,989.0,2009,4,7,400.0
664,2125,70.0,51,6120,4,17,0,4,5,5,1923,2,1100.0,1902,4,7,576.0
665,2126,50.0,60,9144,4,3,0,0,6,4,1915,1,810.0,1716,4,8,672.0
666,2127,60.0,57,8094,4,17,1,3,6,8,1910,1,1242.0,1984,5,8,360.0
667,2128,50.0,63,4347,4,17,0,0,6,8,1910,2,796.0,1609,3,7,228.0
668,2129,30.0,60,6291,4,9,0,2,6,6,1930,1,768.0,768,1,4,440.0
669,2130,70.0,60,10266,4,9,0,4,6,6,1952,1,768.0,1536,4,7,308.0
670,2131,50.0,60,6876,4,9,0,0,6,6,1938,1,1272.0,1969,4,9,400.0
671,2132,50.0,60,10320,4,9,0,0,5,6,1915,1,880.0,1308,2,6,400.0
672,2133,30.0,60,7200,0,9,0,2,6,7,1925,1,1040.0,1040,2,5,320.0
673,2134,50.0,62,7006,4,9,0,0,6,6,1925,1,768.0,1236,3,6,384.0
674,2135,30.0,60,10320,4,9,0,2,5,8,1912,1,451.0,759,1,5,576.0
675,2136,190.0,60,10320,4,9,1,4,3,3,1915,1,536.0,1344,3,8,0.0
676,2137,20.0,82,9488,4,19,0,2,5,6,1947,1,1046.0,1054,3,6,240.0
677,2138,85.0,60,11235,0,19,0,5,5,6,1963,1,981.0,1075,3,6,440.0
678,2139,80.0,80,13014,4,19,0,6,6,5,1978,1,1008.0,1096,3,6,484.0
679,2140,20.0,68,10265,4,19,0,2,5,7,1967,1,992.0,992,3,6,294.0
680,2141,85.0,60,7703,1,19,0,5,6,8,1978,1,450.0,1034,3,6,504.0
681,2142,20.0,60,9981,0,19,0,2,5,5,1967,1,1073.0,1073,3,6,270.0
682,2143,85.0,60,7400,1,19,0,5,5,5,1984,1,1060.0,1126,2,5,506.0
683,2144,190.0,60,12900,4,19,1,2,5,4,1920,1,1300.0,1140,3,6,400.0
684,2145,20.0,94,9239,4,19,0,2,5,8,1963,1,960.0,960,3,6,300.0
685,2146,20.0,88,14175,4,19,0,2,6,8,1956,1,988.0,1188,1,4,621.0
686,2147,190.0,60,10532,0,4,0,2,5,3,1960,0,988.0,1721,3,7,626.0
687,2148,50.0,63,8375,0,19,0,0,5,7,1941,1,576.0,1350,2,6,627.0
688,2149,80.0,60,10200,4,19,0,6,5,8,1970,3,864.0,904,3,5,912.0
689,2150,20.0,82,20270,1,4,0,2,7,6,1979,1,1524.0,1524,3,7,478.0
690,2151,50.0,50,5190,4,7,0,0,7,5,1948,1,570.0,1079,2,5,249.0
691,2152,30.0,85,19550,4,7,0,2,5,7,1940,0,1580.0,1518,2,5,0.0
692,2153,20.0,68,9571,4,7,0,2,5,6,1956,3,1509.0,1509,3,6,322.0
693,2154,90.0,50,9350,4,7,2,5,5,5,1975,1,864.0,864,2,4,0.0
694,2155,60.0,50,9360,0,7,0,4,6,8,1962,1,621.0,1269,3,7,280.0
695,2156,60.0,60,9771,0,20,0,4,6,5,1995,1,1077.0,2814,4,9,614.0
696,2157,20.0,80,9938,4,20,0,2,7,5,1994,1,1602.0,1626,3,7,534.0
697,2158,60.0,60,14171,1,20,0,4,7,5,1993,1,812.0,2200,4,9,453.0
698,2159,80.0,85,10541,0,20,0,6,7,5,1996,1,672.0,2037,3,8,472.0
699,2160,60.0,65,10616,4,5,0,4,7,5,2007,1,628.0,1356,3,6,484.0
700,2161,20.0,65,9345,4,5,0,2,8,5,2007,1,1615.0,1615,3,7,864.0
701,2162,20.0,91,11778,4,5,0,2,9,5,2008,3,2271.0,2276,3,7,1348.0
702,2163,20.0,91,11778,4,5,0,2,9,5,2008,3,1751.0,1766,3,8,874.0
703,2164,80.0,60,11454,0,20,0,6,8,5,1995,1,1401.0,1511,3,6,811.0
704,2165,20.0,60,11500,1,4,0,2,6,6,1966,0,1182.0,1643,2,6,438.0
705,2166,20.0,65,9750,4,5,0,2,5,7,1994,1,990.0,990,3,5,528.0
706,2167,20.0,60,8696,4,5,0,2,7,5,1997,1,1418.0,1418,3,5,558.0
707,2168,60.0,60,13142,0,5,0,4,6,5,1997,1,864.0,1771,3,6,600.0
708,2169,60.0,68,8998,4,5,0,4,7,5,2000,1,782.0,1652,3,6,532.0
709,2170,60.0,75,12192,4,5,0,4,7,5,2000,1,928.0,1823,3,6,626.0
710,2171,20.0,60,12250,4,5,0,2,5,6,1978,1,864.0,1174,3,5,528.0
711,2172,20.0,60,9216,4,5,0,2,5,6,1975,1,1076.0,1076,3,5,576.0
712,2173,20.0,40,14330,1,5,0,2,5,6,1975,1,864.0,1558,2,5,440.0
713,2174,60.0,60,10400,4,5,0,4,7,5,2001,1,1257.0,2161,3,8,570.0
714,2175,60.0,60,9720,1,5,0,4,9,5,2001,1,1357.0,1947,3,7,725.0
715,2176,20.0,60,14860,1,5,0,2,8,5,2002,3,1778.0,1786,3,6,715.0
716,2177,60.0,41,10905,1,5,0,4,7,5,2003,1,1129.0,2327,4,9,596.0
717,2178,60.0,96,11690,4,5,0,4,8,5,1999,1,850.0,1764,3,7,560.0
718,2179,120.0,60,4426,4,5,4,2,6,5,2004,1,848.0,848,1,3,420.0
719,2180,90.0,83,10126,0,5,2,5,6,5,1997,1,1838.0,1838,2,8,721.0
720,2181,20.0,75,9750,4,5,0,2,7,5,2004,1,1445.0,1445,3,6,470.0
721,2182,20.0,85,11058,0,5,0,2,7,6,2007,1,1564.0,1564,3,6,814.0
722,2183,20.0,74,9627,4,5,0,2,7,5,2007,1,1351.0,1361,3,6,610.0
723,2184,20.0,75,9825,4,7,0,2,5,5,1966,3,1092.0,1092,3,6,264.0
724,2185,85.0,64,12102,4,7,0,5,5,5,1976,1,456.0,1033,3,6,504.0
725,2186,20.0,65,6500,4,7,0,2,6,6,1976,3,1127.0,1127,3,6,480.0
726,2187,80.0,60,9638,1,7,0,6,6,6,1977,3,1029.0,1117,3,6,542.0
727,2188,60.0,72,7200,4,7,0,4,6,7,1976,3,684.0,1398,3,6,440.0
728,2189,20.0,123,47007,4,7,0,2,5,7,1959,1,0.0,3820,5,11,624.0
729,2190,90.0,65,6012,0,7,2,2,4,5,1955,1,0.0,1152,2,6,0.0
730,2191,90.0,74,6845,4,7,2,2,4,5,1955,1,0.0,1152,2,6,0.0
731,2192,190.0,56,6931,4,7,1,2,4,5,1955,3,784.0,784,2,4,0.0
732,2193,50.0,60,12180,4,7,0,0,5,7,1938,1,585.0,1053,2,5,0.0
733,2194,50.0,57,8050,4,7,0,0,5,8,1947,1,0.0,1137,4,8,0.0
734,2195,20.0,68,9520,4,7,0,2,4,5,1953,1,911.0,930,2,5,286.0
735,2196,80.0,62,7692,4,7,0,6,4,6,1954,1,416.0,1204,3,6,312.0
736,2197,30.0,67,5142,4,7,0,0,4,7,1923,1,949.0,1292,3,6,205.0
737,2198,30.0,60,7290,0,18,0,2,7,8,1921,1,1228.0,1424,2,7,312.0
738,2199,90.0,64,7804,4,18,2,3,6,7,1930,1,960.0,1920,4,10,480.0
739,2200,70.0,66,8969,4,6,0,4,6,6,1926,2,644.0,1316,2,6,369.0
740,2201,50.0,63,15564,4,6,0,0,6,6,1914,1,676.0,1264,3,6,400.0
741,2202,70.0,54,7609,0,6,0,4,8,9,1925,1,798.0,1512,3,7,180.0
742,2203,70.0,60,9650,0,6,0,4,6,3,1923,3,784.0,1603,4,7,599.0
743,2204,50.0,60,11700,4,6,0,0,5,6,1937,1,942.0,1938,4,7,240.0
744,2205,50.0,60,9260,4,6,0,0,5,4,1938,1,884.0,1374,3,6,225.0
745,2206,20.0,79,7801,0,6,0,2,6,5,1951,3,1091.0,1091,2,5,344.0
746,2207,70.0,100,9670,4,6,0,4,8,6,1935,1,608.0,1873,4,9,786.0
747,2208,50.0,70,12392,4,6,0,0,7,9,1950,1,832.0,2161,3,8,506.0
748,2209,20.0,56,26073,1,6,0,2,5,5,1956,1,1898.0,1898,3,7,484.0
749,2210,160.0,24,1879,1,1,3,4,6,6,1980,1,516.0,1032,2,5,462.0
750,2211,30.0,50,7000,4,9,0,2,6,8,1926,1,894.0,919,2,5,195.0
751,2212,50.0,60,6000,4,9,0,0,6,8,1940,1,720.0,1090,3,5,240.0
752,2213,50.0,58,8155,4,9,0,0,5,7,1930,1,780.0,1200,4,7,0.0
753,2214,80.0,75,6000,4,9,0,6,5,5,1967,3,624.0,1656,3,7,288.0
754,2215,30.0,60,7392,4,9,0,2,5,7,1930,1,520.0,912,2,5,360.0
755,2216,50.0,75,9000,4,9,0,0,5,5,1958,1,1151.0,1955,4,7,356.0
756,2217,20.0,80,14584,4,9,0,2,1,5,1952,1,0.0,733,2,4,487.0
757,2218,70.0,60,5280,0,9,0,4,4,7,1895,1,173.0,1361,2,6,185.0
758,2219,50.0,52,5150,0,9,0,0,4,7,1910,1,356.0,1049,2,5,195.0
759,2220,70.0,60,9000,4,9,0,4,4,6,1920,1,592.0,864,3,5,216.0
760,2221,120.0,44,3843,4,6,4,2,8,5,2007,3,1596.0,1648,2,5,525.0
761,2222,120.0,44,3811,4,6,4,2,7,5,2004,3,1594.0,1646,2,5,482.0
762,2223,20.0,60,23730,4,11,0,2,7,5,1996,1,1840.0,2032,3,7,786.0
763,2224,60.0,60,11050,4,11,0,4,7,5,1996,1,910.0,1820,3,8,816.0
764,2225,90.0,76,10260,4,11,2,4,5,4,1976,1,0.0,1872,4,8,484.0
765,2226,20.0,74,9990,4,11,0,2,4,5,1991,1,1680.0,1689,3,6,432.0
766,2227,120.0,42,4084,4,23,4,2,7,6,1986,1,1277.0,1501,2,6,512.0
767,2228,20.0,74,11563,4,23,0,2,8,5,2006,3,1518.0,1537,3,8,788.0
768,2229,60.0,107,12852,0,23,0,4,8,5,2007,1,920.0,1780,3,6,612.0
769,2230,80.0,73,9802,4,23,0,6,5,5,2006,1,352.0,1442,3,6,400.0
770,2231,60.0,81,12018,0,23,0,4,7,5,2008,1,796.0,1612,3,6,666.0
771,2232,20.0,75,12890,4,23,0,2,6,5,1989,1,1495.0,1495,3,8,438.0
772,2233,20.0,93,18265,0,23,0,2,6,5,1986,1,1256.0,1256,3,6,578.0
773,2234,20.0,82,11202,4,23,0,2,8,5,2003,3,1432.0,1440,3,7,467.0
774,2235,20.0,60,7915,4,23,0,2,6,5,1999,3,1666.0,1675,3,6,435.0
775,2236,20.0,79,11449,4,23,0,2,8,5,2007,1,1884.0,1728,3,7,520.0
776,2237,20.0,85,11447,4,23,0,2,8,5,2005,1,1964.0,1964,3,7,892.0
777,2238,90.0,97,8940,0,11,2,5,7,5,1997,1,1344.0,1344,2,8,784.0
778,2239,20.0,77,9278,2,11,0,2,5,5,2007,1,1092.0,1092,2,5,0.0
779,2240,120.0,32,4500,2,11,4,2,6,5,1997,3,1189.0,1189,2,4,392.0
780,2241,85.0,150,14137,0,11,0,5,4,5,1964,1,1200.0,1200,3,6,850.0
781,2242,120.0,60,4224,4,10,4,2,5,6,1975,1,1040.0,1040,3,6,499.0
782,2243,160.0,41,2665,4,10,4,4,5,7,1976,1,550.0,1475,4,6,336.0
783,2244,180.0,21,1974,4,10,3,5,4,7,1973,1,526.0,988,2,5,297.0
784,2245,180.0,21,1596,4,10,3,6,4,6,1973,1,462.0,988,1,4,297.0
785,2246,20.0,60,17979,0,11,0,2,5,6,1968,1,1113.0,1160,3,6,257.0
786,2247,160.0,21,1477,4,10,3,4,6,9,1970,1,546.0,1092,3,6,0.0
787,2248,20.0,59,6490,4,11,0,2,5,7,1983,1,816.0,816,2,4,264.0
788,2249,20.0,60,6600,4,11,0,2,5,6,1982,1,845.0,845,3,6,264.0
789,2250,20.0,74,12395,0,11,0,2,5,6,1984,1,864.0,889,3,6,484.0
790,2251,70.0,60,56600,4,9,0,3,5,1,1900,3,686.0,1836,4,7,288.0
791,2252,20.0,85,10667,4,12,0,2,6,6,1971,1,1587.0,1587,3,7,525.0
792,2253,80.0,56,8872,4,8,0,6,6,5,1997,1,384.0,1384,3,7,390.0
793,2254,80.0,60,10147,1,8,0,6,6,5,1994,1,392.0,1694,3,7,398.0
794,2255,60.0,60,8637,4,8,0,4,6,5,1999,1,923.0,1714,3,7,451.0
795,2256,60.0,63,7875,4,8,0,4,7,5,1996,1,691.0,1553,3,6,420.0
796,2257,60.0,60,7500,4,8,0,4,6,5,1999,1,938.0,2299,5,7,482.0
797,2258,20.0,60,9556,0,8,0,2,7,5,1992,1,1168.0,1187,3,6,420.0
798,2259,60.0,60,7655,1,8,0,4,6,5,1993,1,903.0,1642,3,7,392.0
799,2260,20.0,160,18160,4,8,0,2,6,6,1964,1,1302.0,1128,3,6,480.0
800,2261,120.0,38,4740,4,22,4,2,8,5,1988,1,1166.0,1179,2,5,480.0
801,2262,120.0,35,5118,4,22,4,2,8,5,1990,1,1312.0,1321,1,4,484.0
802,2263,60.0,98,12328,4,22,0,4,8,5,2005,3,1149.0,2541,4,10,729.0
803,2264,20.0,52,51974,1,22,0,2,9,5,2006,3,2660.0,2338,4,8,1110.0
804,2265,190.0,195,41600,2,8,1,2,5,5,1969,1,1100.0,1424,3,7,828.0
805,2266,120.0,61,8035,4,22,4,2,9,5,2006,1,1612.0,1612,2,6,556.0
806,2267,20.0,85,14082,4,22,0,2,8,5,2006,3,2220.0,2234,1,7,724.0
807,2268,20.0,81,13870,4,22,0,2,10,5,2006,3,1742.0,2042,3,8,724.0
808,2269,20.0,60,10960,4,14,0,2,6,5,1984,3,1284.0,1284,3,5,480.0
809,2270,60.0,78,12090,4,14,0,4,7,7,1981,1,725.0,1479,3,6,484.0
810,2271,20.0,93,12299,4,14,0,2,7,6,1978,1,1529.0,1664,3,7,663.0
811,2272,60.0,61,11339,4,14,0,4,7,5,1979,3,780.0,1930,4,9,481.0
812,2273,20.0,79,11850,2,14,0,2,6,6,1984,1,1153.0,1177,3,6,495.0
813,2274,20.0,80,10400,4,14,0,2,6,5,1979,1,1259.0,1353,2,5,478.0
814,2275,20.0,128,13001,4,14,0,2,6,5,1971,3,1625.0,1220,2,6,944.0
815,2276,80.0,64,8991,1,14,0,6,7,6,1976,1,1228.0,1324,3,5,585.0
816,2277,60.0,80,8000,4,14,0,4,6,6,1974,1,1084.0,1877,4,8,488.0
817,2278,20.0,63,9457,4,12,0,2,5,6,1970,1,925.0,1422,3,7,576.0
818,2279,20.0,66,7920,4,12,0,2,5,5,1970,1,914.0,914,3,5,368.0
819,2280,20.0,60,17199,2,12,0,2,4,7,1961,1,914.0,914,2,4,270.0
820,2281,120.0,33,4113,4,12,4,2,6,5,2001,1,1337.0,1337,2,5,511.0
821,2282,120.0,26,10943,2,12,4,2,6,5,1997,1,1405.0,1337,2,5,522.0
822,2283,160.0,21,2205,4,2,3,4,6,6,1973,1,525.0,1092,3,6,264.0
823,2284,160.0,21,2058,4,2,3,4,6,5,1973,1,672.0,1218,4,7,264.0
824,2285,120.0,24,2304,4,13,3,2,7,7,1978,1,1061.0,1055,2,4,319.0
825,2286,20.0,65,7150,4,12,0,2,5,6,1966,3,988.0,988,3,5,360.0
826,2287,20.0,96,12469,2,16,0,2,9,5,2006,3,1790.0,1816,3,7,730.0
827,2288,20.0,91,11825,4,16,0,2,8,5,2006,1,1694.0,1694,3,7,856.0
828,2289,20.0,110,14333,0,16,0,2,8,5,2007,1,2108.0,2122,2,7,938.0
829,2290,60.0,107,13641,4,16,0,4,9,5,2007,3,1934.0,2656,3,8,1040.0
830,2291,60.0,110,13440,4,16,0,4,8,5,2006,3,1108.0,2550,4,11,670.0
831,2292,20.0,105,15431,4,16,0,2,10,5,2005,3,1994.0,2046,2,7,878.0
832,2293,20.0,107,13891,4,16,0,2,9,5,2007,3,2552.0,2552,3,8,932.0
833,2294,60.0,118,13654,1,16,0,4,9,5,2005,1,1704.0,2758,4,9,814.0
834,2295,20.0,59,17169,1,16,0,2,10,5,2007,3,2320.0,2290,2,7,1174.0
835,2296,60.0,134,16659,0,16,0,4,8,5,2007,1,1582.0,2152,3,7,728.0
836,2297,60.0,82,9709,4,16,0,4,8,5,2007,1,918.0,2100,3,8,786.0
837,2298,20.0,94,13615,0,16,0,2,9,5,2006,3,1802.0,1802,3,7,843.0
838,2299,60.0,99,13069,4,16,0,4,8,5,2004,1,1706.0,2956,5,11,916.0
839,2300,60.0,110,14277,4,16,0,4,8,5,2003,1,1317.0,2385,3,7,818.0
840,2301,60.0,60,12568,4,16,0,4,8,5,2007,3,895.0,1818,3,8,774.0
841,2302,20.0,70,9926,4,16,0,2,7,5,2005,1,1614.0,1614,3,7,878.0
842,2303,20.0,71,9254,4,16,0,2,8,5,2005,1,1721.0,1721,3,7,554.0
843,2304,60.0,92,10732,0,16,0,4,8,5,2006,1,1298.0,1828,3,7,876.0
844,2305,120.0,34,3901,4,16,3,2,6,5,2005,1,1302.0,1302,1,5,631.0
845,2306,120.0,34,3903,4,16,3,2,6,5,2005,1,1302.0,1302,1,5,631.0
846,2307,120.0,41,6289,4,16,4,2,6,5,2005,1,1362.0,1362,2,6,460.0
847,2308,120.0,34,4590,4,16,3,2,8,5,2006,1,1554.0,1554,2,6,627.0
848,2309,120.0,48,7841,4,16,4,2,9,5,2005,3,1577.0,1577,2,6,564.0
849,2310,120.0,48,6240,4,16,4,2,8,5,2006,3,1324.0,1324,2,6,550.0
850,2311,120.0,48,3242,4,16,4,2,7,5,2003,1,1405.0,1405,2,6,478.0
851,2312,60.0,59,15810,4,8,0,4,6,5,2007,1,768.0,1496,3,7,572.0
852,2313,60.0,65,10237,4,8,0,4,6,5,2005,1,768.0,1536,3,6,400.0
853,2314,60.0,58,13204,4,8,0,4,7,5,2006,1,608.0,1458,3,6,454.0
854,2315,60.0,62,8857,4,8,0,4,6,5,2006,1,738.0,1495,3,7,440.0
855,2316,60.0,63,9729,4,8,0,4,6,5,2006,1,698.0,1746,3,6,350.0
856,2317,20.0,88,12216,0,8,0,2,6,5,2005,1,1326.0,1326,3,6,388.0
857,2318,60.0,72,8229,4,8,0,4,6,5,2007,1,752.0,1504,3,6,440.0
858,2319,60.0,64,7713,4,8,0,4,7,5,2007,1,728.0,1456,3,7,400.0
859,2320,20.0,64,7697,4,8,0,2,7,6,2007,1,1246.0,1258,3,6,462.0
860,2321,120.0,60,3621,4,0,4,2,8,5,2003,3,1406.0,1589,2,7,630.0
861,2322,20.0,53,3710,4,0,0,2,7,5,2007,1,1266.0,1266,2,6,388.0
862,2323,80.0,65,16219,4,8,0,6,7,5,2004,1,835.0,1119,2,5,437.0
863,2324,80.0,87,11084,0,8,0,6,7,5,2004,1,384.0,1374,3,8,400.0
864,2325,20.0,59,10936,4,8,0,2,7,5,2006,1,1510.0,1525,3,6,534.0
865,2326,80.0,60,11950,0,8,0,6,7,5,2003,1,384.0,1394,3,7,400.0
866,2327,60.0,63,7875,4,8,0,4,7,5,2003,1,847.0,1948,4,8,434.0
867,2328,60.0,60,8740,4,8,0,4,7,5,2002,1,854.0,1995,4,8,435.0
868,2329,60.0,58,9487,4,8,0,4,6,5,2000,1,915.0,1690,3,7,442.0
869,2330,60.0,59,9649,4,8,0,4,6,5,1999,1,941.0,1644,3,7,460.0
870,2331,60.0,100,12191,4,15,0,4,8,5,1997,3,1779.0,2551,4,8,925.0
871,2332,60.0,89,10557,4,15,0,4,9,5,1998,1,1408.0,3078,4,9,806.0
872,2333,60.0,74,11002,4,15,0,4,8,5,1998,1,1389.0,2582,4,9,758.0
873,2334,60.0,83,10790,4,15,0,4,7,5,1998,1,1066.0,2385,4,8,600.0
874,2335,60.0,88,11762,4,15,0,4,8,5,1992,1,1105.0,2202,4,9,517.0
875,2336,60.0,82,9044,4,15,0,4,8,5,1996,1,1325.0,2538,4,8,933.0
876,2337,20.0,75,9910,4,21,0,2,7,6,2007,1,1369.0,1369,3,5,605.0
877,2338,20.0,91,11830,4,21,0,2,8,5,2007,1,1542.0,1542,3,6,852.0
878,2339,20.0,76,10612,4,21,0,2,8,5,2006,1,1524.0,1534,3,7,484.0
879,2340,20.0,98,12291,4,21,0,2,10,5,2007,3,1966.0,1966,1,6,1092.0
880,2341,20.0,85,9965,2,21,0,2,7,5,2007,1,1528.0,1528,3,6,480.0
881,2342,20.0,74,8847,4,21,0,2,8,5,2005,1,1538.0,1538,3,7,484.0
882,2343,20.0,70,8251,4,21,0,2,7,5,2005,1,1494.0,1506,3,7,672.0
883,2344,60.0,70,9605,4,21,0,4,7,5,2006,1,982.0,1977,3,7,574.0
884,2345,60.0,75,8778,4,21,0,4,8,5,2006,1,1302.0,1830,3,7,859.0
885,2346,20.0,72,8640,4,21,0,2,8,5,2007,1,1338.0,1338,3,6,598.0
886,2347,20.0,75,9000,4,21,0,2,7,5,2006,1,1335.0,1335,3,6,575.0
887,2348,60.0,72,8640,4,21,0,4,8,5,2007,1,896.0,1792,3,8,590.0
888,2349,60.0,81,10411,0,21,0,4,5,5,2007,1,725.0,1588,3,8,561.0
889,2350,60.0,112,12217,4,21,0,4,8,5,2007,3,955.0,1880,3,8,880.0
890,2351,20.0,84,10440,0,21,0,2,8,5,2007,1,1574.0,1584,2,6,594.0
891,2352,20.0,100,11824,0,21,0,2,8,5,2006,1,1685.0,1685,2,5,658.0
892,2353,60.0,85,10625,4,21,0,4,6,5,2004,1,1158.0,2443,4,9,744.0
893,2354,20.0,63,7500,4,20,0,2,6,5,2006,1,1100.0,1100,3,6,0.0
